2003-01-02,152000.0,154500.0,150500.0,154000.0,93071
2003-01-03,160500.0,166000.0,159000.0,165000.0,183690
2003-01-06,165500.0,170500.0,164500.0,169500.0,350963
2003-01-07,173500.0,173500.0,165500.0,165500.0,118717
2003-01-08,167000.0,167000.0,162000.0,163000.0,130260
2003-01-09,159500.0,160000.0,155500.0,157500.0,145783
2003-01-10,160500.0,163000.0,155000.0,158000.0,157490
2003-01-13,157500.0,164000.0,155500.0,164000.0,112158
2003-01-14,162000.0,163000.0,160000.0,161000.0,100725
2003-01-15,160000.0,162500.0,156500.0,157000.0,133396
2003-01-16,155000.0,158500.0,153500.0,158000.0,91245
2003-01-17,156500.0,157500.0,152500.0,153000.0,93073
2003-01-20,149500.0,152500.0,149500.0,152000.0,48942
2003-01-21,152500.0,153000.0,150000.0,151500.0,49248
2003-01-22,148500.0,151500.0,145500.0,146500.0,108460
2003-01-23,146500.0,149000.0,145000.0,148500.0,74749
2003-01-24,148000.0,148500.0,140500.0,142000.0,177364
2003-01-27,137000.0,143500.0,136000.0,142500.0,155908
2003-01-28,140000.0,146500.0,140000.0,146500.0,77133
2003-01-29,145500.0,146000.0,140000.0,140000.0,64936
2003-01-30,142000.0,142500.0,139500.0,140000.0,66797
2003-02-03,137500.0,141000.0,137500.0,140000.0,154893
2003-02-04,141000.0,142500.0,140000.0,140000.0,116695
2003-02-05,139000.0,140500.0,138000.0,139500.0,109703
2003-02-06,139000.0,140000.0,134000.0,134000.0,165741
2003-02-07,133000.0,133000.0,126000.0,128000.0,304768
2003-02-10,126000.0,128000.0,123500.0,127500.0,174097
2003-02-11,128000.0,131000.0,123500.0,127500.0,202424
2003-02-12,127500.0,131500.0,125500.0,131500.0,191264
2003-02-13,131000.0,132500.0,128000.0,128000.0,126643
2003-02-14,127500.0,131000.0,126500.0,129000.0,96458
2003-02-17,135000.0,138500.0,133000.0,138000.0,177278
2003-02-18,138000.0,140000.0,135500.0,140000.0,121468
2003-02-19,143000.0,146000.0,140500.0,140500.0,249326
2003-02-20,140000.0,144000.0,139000.0,144000.0,100969
2003-02-21,145500.0,146000.0,143500.0,145500.0,116350
2003-02-24,146000.0,149000.0,146000.0,147500.0,110103
2003-02-25,144000.0,144500.0,139000.0,139000.0,204147
2003-02-26,140500.0,141500.0,136000.0,138000.0,112167
2003-02-27,135000.0,138500.0,134000.0,138000.0,69521
2003-02-28,138500.0,140500.0,134000.0,134000.0,66228
2003-03-03,134000.0,141000.0,133500.0,141000.0,118682
2003-03-04,137000.0,137500.0,134000.0,137000.0,133760
2003-03-05,133000.0,134000.0,131000.0,132000.0,149631
2003-03-06,133500.0,133500.0,129000.0,130000.0,118103
2003-03-07,127500.0,137000.0,126500.0,134000.0,211312
2003-03-10,136500.0,139500.0,134000.0,139000.0,157903
2003-03-11,138000.0,139500.0,135500.0,139500.0,269466
2003-03-12,139000.0,141000.0,137000.0,141000.0,190275
2003-03-13,141000.0,141500.0,136000.0,138500.0,196329
2003-03-14,145500.0,145500.0,141000.0,142000.0,138597
2003-03-17,142000.0,142500.0,135500.0,138000.0,133635
2003-03-18,143000.0,143500.0,140500.0,143000.0,115540
2003-03-19,142500.0,145000.0,141500.0,144500.0,111893
2003-03-20,146000.0,151500.0,146000.0,151000.0,213057
2003-03-21,151000.0,152500.0,149000.0,152000.0,121010
2003-03-24,153000.0,153000.0,148500.0,150000.0,138219
2003-03-25,146000.0,147000.0,144500.0,147000.0,128737
2003-03-26,148500.0,149500.0,145500.0,147000.0,167936
2003-03-27,143500.0,145000.0,143500.0,144500.0,63981
2003-03-28,144500.0,147000.0,143000.0,147000.0,95702
2003-03-31,144500.0,144500.0,137500.0,138000.0,94120
2003-04-01,134500.0,139000.0,133000.0,138000.0,119353
2003-04-02,139000.0,139500.0,135500.0,136000.0,127514
2003-04-03,139500.0,140500.0,136000.0,136000.0,141962
2003-04-04,135500.0,140000.0,133000.0,140000.0,184788
2003-04-07,143000.0,148500.0,141500.0,148500.0,172099
2003-04-08,145000.0,149000.0,144500.0,146500.0,98531
2003-04-09,144000.0,144500.0,140000.0,141000.0,96564
2003-04-10,141000.0,143000.0,138000.0,141500.0,112906
2003-04-11,139500.0,144000.0,139000.0,140000.0,136808
2003-04-14,140000.0,144500.0,140000.0,142000.0,140591
2003-04-15,144500.0,145500.0,142500.0,145000.0,178204
2003-04-16,148500.0,150000.0,147000.0,149500.0,221457
2003-04-17,149000.0,150000.0,147000.0,147000.0,107700
2003-04-18,150000.0,152000.0,147000.0,152000.0,171151
2003-04-21,149000.0,152000.0,149000.0,149500.0,72623
2003-04-22,149000.0,149000.0,145000.0,145000.0,77962
2003-04-23,147500.0,147500.0,145000.0,146500.0,83329
2003-04-24,145500.0,147000.0,144000.0,145000.0,62521
2003-04-25,141000.0,142500.0,140000.0,141000.0,91991
2003-04-28,139500.0,143000.0,138500.0,141500.0,52193
2003-04-29,144000.0,147000.0,143500.0,147000.0,86712
2003-04-30,147500.0,149500.0,146500.0,149000.0,149230
2003-05-02,149000.0,150000.0,146500.0,149500.0,82223
2003-05-06,151000.0,152000.0,149000.0,150500.0,130780
2003-05-07,152000.0,153500.0,151000.0,153500.0,169756
2003-05-09,151500.0,152500.0,149000.0,152500.0,120100
2003-05-12,157000.0,161500.0,156000.0,160000.0,239510
2003-05-13,160000.0,161500.0,154000.0,154000.0,143950
2003-05-14,154000.0,156000.0,149500.0,151500.0,131526
2003-05-15,153000.0,156000.0,150500.0,156000.0,83487
2003-05-16,155000.0,157000.0,151500.0,153000.0,63529
2003-05-19,150000.0,151000.0,148000.0,151000.0,97524
2003-05-20,148000.0,152500.0,147500.0,152500.0,64428
2003-05-21,151000.0,153000.0,151000.0,152000.0,70920
2003-05-22,152000.0,153000.0,150500.0,151000.0,80510
